"chromosome_name","start_position","end_position","ensembl_gene_id","entrezgene_id","gene_biotype","entrezgene_accession","entrezgene_description","go_id","name_1006","definition_1006"
"23",2804902,2808985,"ENSTGUG00000001213",100190233,"protein_coding","PPT1","palmitoyl-protein thioesterase 1","GO:0044265","cellular macromolecule catabolic process","The chemical reactions and pathways resulting in the breakdown of a macromolecule, any large molecule including proteins, nucleic acids and carbohydrates, as carried out by individual cells."
"23",2804902,2808985,"ENSTGUG00000001213",100190233,"protein_coding","PPT1","palmitoyl-protein thioesterase 1","GO:0005615","extracellular space","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"23",2804902,2808985,"ENSTGUG00000001213",100190233,"protein_coding","PPT1","palmitoyl-protein thioesterase 1","GO:0005764","lysosome","A small lytic vacuole that has cell cycle-independent morphology and is found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions."
"23",2804902,2808985,"ENSTGUG00000001213",100190233,"protein_coding","PPT1","palmitoyl-protein thioesterase 1","GO:0030424","axon","The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter."
"23",2804902,2808985,"ENSTGUG00000001213",100190233,"protein_coding","PPT1","palmitoyl-protein thioesterase 1","GO:0030425","dendrite","A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body."
"23",2804902,2808985,"ENSTGUG00000001213",100190233,"protein_coding","PPT1","palmitoyl-protein thioesterase 1","GO:0043025","neuronal cell body","The portion of a neuron that includes the nucleus, but excludes cell projections such as axons and dendrites."
"23",2804902,2808985,"ENSTGUG00000001213",100190233,"protein_coding","PPT1","palmitoyl-protein thioesterase 1","GO:0018215","protein phosphopantetheinylation","The modification of a protein amino acid by phosphopantetheinylation."
"23",2804902,2808985,"ENSTGUG00000001213",100190233,"protein_coding","PPT1","palmitoyl-protein thioesterase 1","GO:0005794","Golgi apparatus","A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."
"23",2804902,2808985,"ENSTGUG00000001213",100190233,"protein_coding","PPT1","palmitoyl-protein thioesterase 1","GO:0043231","intracellular membrane-bounded organelle","Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."
"3",15354962,15419516,"ENSTGUG00000013044",100190241,"protein_coding","HPCAL1","hippocalcin like 1","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"3",15354962,15419516,"ENSTGUG00000013044",100190241,"protein_coding","HPCAL1","hippocalcin like 1","GO:0005509","calcium ion binding","Interacting selectively and non-covalently with calcium ions (Ca2+)."
"7",1943274,1969618,"ENSTGUG00000003244",100190392,"protein_coding","NDUFA10","NADH:ubiquinone oxidoreductase subunit A10","GO:0005739","mitochondrion","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"7",1943274,1969618,"ENSTGUG00000003244",100190392,"protein_coding","NDUFA10","NADH:ubiquinone oxidoreductase subunit A10","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation."
"7",1943274,1969618,"ENSTGUG00000003244",100190392,"protein_coding","NDUFA10","NADH:ubiquinone oxidoreductase subunit A10","GO:0055114","oxidation-reduction process","A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons."
"7",1943274,1969618,"ENSTGUG00000003244",100190392,"protein_coding","NDUFA10","NADH:ubiquinone oxidoreductase subunit A10","GO:0070469","respirasome","The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."
"7",1943274,1969618,"ENSTGUG00000003244",100190392,"protein_coding","NDUFA10","NADH:ubiquinone oxidoreductase subunit A10","GO:0005747","mitochondrial respiratory chain complex I","A protein complex located in the mitochondrial inner membrane that forms part of the mitochondrial respiratory chain. It contains about 25 different polypeptide subunits, including NADH dehydrogenase (ubiquinone), flavin mononucleotide and several different iron-sulfur clusters containing non-heme iron. The iron undergoes oxidation-reduction between Fe(II) and Fe(III), and catalyzes proton translocation linked to the oxidation of NADH by ubiquinone."
"7",1943274,1969618,"ENSTGUG00000003244",100190392,"protein_coding","NDUFA10","NADH:ubiquinone oxidoreductase subunit A10","GO:0005759","mitochondrial matrix","The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation."
"7",1943274,1969618,"ENSTGUG00000003244",100190392,"protein_coding","NDUFA10","NADH:ubiquinone oxidoreductase subunit A10","GO:0032981","mitochondrial respiratory chain complex I assembly","The aggregation, arrangement and bonding together of a set of components to form mitochondrial respiratory chain complex I."
"7",1943274,1969618,"ENSTGUG00000003244",100190392,"protein_coding","NDUFA10","NADH:ubiquinone oxidoreductase subunit A10","GO:0008137","NADH dehydrogenase (ubiquinone) activity","Catalysis of the reaction: NADH + ubiquinone + 5 H(+)(in) <=> NAD(+) + ubiquinol + 4 H(+)(out)."
"13",6823799,6854624,"ENSTGUG00000001632",100190395,"protein_coding","PFDN1","prefoldin subunit 1","GO:0006457","protein folding","The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure."
"13",6823799,6854624,"ENSTGUG00000001632",100190395,"protein_coding","PFDN1","prefoldin subunit 1","GO:0051082","unfolded protein binding","Interacting selectively and non-covalently with an unfolded protein."
"13",6823799,6854624,"ENSTGUG00000001632",100190395,"protein_coding","PFDN1","prefoldin subunit 1","GO:0016272","prefoldin complex","A multisubunit chaperone that is capable of delivering unfolded proteins to cytosolic chaperonin, which it acts as a cofactor for. In humans, the complex is a heterohexamer of two PFD-alpha and four PFD-beta type subunits. In Saccharomyces cerevisiae, it also acts in the nucleus to regulate the rate of elongation by RNA polymerase II via a direct effect on histone dynamics."
"13",6823799,6854624,"ENSTGUG00000001632",100190395,"protein_coding","PFDN1","prefoldin subunit 1","GO:0044183","protein folding chaperone","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules) that contributes to the process of protein folding."
"13",6823799,6854624,"ENSTGUG00000001632",100190395,"protein_coding","PFDN1","prefoldin subunit 1","GO:0001540","amyloid-beta binding","Interacting selectively and non-covalently with amyloid-beta peptide/protein and/or its precursor."
"13",6823799,6854624,"ENSTGUG00000001632",100190395,"protein_coding","PFDN1","prefoldin subunit 1","GO:1905907","negative regulation of amyloid fibril formation","Any process that stops, prevents or reduces the frequency, rate or extent of amyloid fibril formation."
"23",4055893,4063354,"ENSTGUG00000000930",100218052,"protein_coding","TCEA3","transcription elongation factor A3","GO:0003676","nucleic acid binding","Interacting selectively and non-covalently with any nucleic acid."
"23",4055893,4063354,"ENSTGUG00000000930",100218052,"protein_coding","TCEA3","transcription elongation factor A3","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"23",4055893,4063354,"ENSTGUG00000000930",100218052,"protein_coding","TCEA3","transcription elongation factor A3","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"23",4055893,4063354,"ENSTGUG00000000930",100218052,"protein_coding","TCEA3","transcription elongation factor A3","GO:0006351","transcription, DNA-templated","The cellular synthesis of RNA on a template of DNA."
"23",4055893,4063354,"ENSTGUG00000000930",100218052,"protein_coding","TCEA3","transcription elongation factor A3","GO:0008270","zinc ion binding","Interacting selectively and non-covalently with zinc (Zn) ions."
"23",4055893,4063354,"ENSTGUG00000000930",100218052,"protein_coding","TCEA3","transcription elongation factor A3","GO:0006355","regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"1",26833992,26889088,"ENSTGUG00000013222",100218288,"protein_coding","CLCN1","chloride voltage-gated channel 1","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"1",26833992,26889088,"ENSTGUG00000013222",100218288,"protein_coding","CLCN1","chloride voltage-gated channel 1","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"1",26833992,26889088,"ENSTGUG00000013222",100218288,"protein_coding","CLCN1","chloride voltage-gated channel 1","GO:0006811","ion transport","The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"1",26833992,26889088,"ENSTGUG00000013222",100218288,"protein_coding","CLCN1","chloride voltage-gated channel 1","GO:0055085","transmembrane transport","The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."
"1",26833992,26889088,"ENSTGUG00000013222",100218288,"protein_coding","CLCN1","chloride voltage-gated channel 1","GO:0006821","chloride transport","The directed movement of chloride into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"1",26833992,26889088,"ENSTGUG00000013222",100218288,"protein_coding","CLCN1","chloride voltage-gated channel 1","GO:0005247","voltage-gated chloride channel activity","Enables the transmembrane transfer of a chloride ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded."
"1",26833992,26889088,"ENSTGUG00000013222",100218288,"protein_coding","CLCN1","chloride voltage-gated channel 1","GO:0042803","protein homodimerization activity","Interacting selectively and non-covalently with an identical protein to form a homodimer."
"1",26833992,26889088,"ENSTGUG00000013222",100218288,"protein_coding","CLCN1","chloride voltage-gated channel 1","GO:0006936","muscle contraction","A process in which force is generated within muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis."
"1",26833992,26889088,"ENSTGUG00000013222",100218288,"protein_coding","CLCN1","chloride voltage-gated channel 1","GO:0019227","neuronal action potential propagation","The propagation of an action potential along an axon, away from the soma."
"1",26833992,26889088,"ENSTGUG00000013222",100218288,"protein_coding","CLCN1","chloride voltage-gated channel 1","GO:1902476","chloride transmembrane transport","The process in which chloride is transported across a membrane."
"1",26833992,26889088,"ENSTGUG00000013222",100218288,"protein_coding","CLCN1","chloride voltage-gated channel 1","GO:0005887","integral component of plasma membrane","The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"1",26833992,26889088,"ENSTGUG00000013222",100218288,"protein_coding","CLCN1","chloride voltage-gated channel 1","GO:0042383","sarcolemma","The outer membrane of a muscle cell, consisting of the plasma membrane, a covering basement membrane (about 100 nm thick and sometimes common to more than one fiber), and the associated loose network of collagen fibers."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0043087","regulation of GTPase activity","Any process that modulates the rate of GTP hydrolysis by a GTPase."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0005516","calmodulin binding","Interacting selectively and non-covalently with calmodulin, a calcium-binding protein with many roles, both in the calcium-bound and calcium-free states."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0070856","myosin VI light chain binding","Interacting selectively and non-covalently with a light chain of a myosin VI complex."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0000082","G1/S transition of mitotic cell cycle","The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0000187","activation of MAPK activity","The initiation of the activity of the inactive enzyme MAP kinase (MAPK)."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0001934","positive regulation of protein phosphorylation","Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0007265","Ras protein signal transduction","A series of molecular signals within the cell that are mediated by a member of the Ras superfamily of proteins switching to a GTP-bound active state."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0008361","regulation of cell size","Any process that modulates the size of a cell."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0010628","positive regulation of gene expression","Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0010629","negative regulation of gene expression","Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0033601","positive regulation of mammary gland epithelial cell proliferation","Any process that activates or increases the rate or extent of mammary gland epithelial cell proliferation."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0070371","ERK1 and ERK2 cascade","An intracellular protein kinase cascade containing at least ERK1 or ERK2 (MAPKs), a MEK (a MAPKK) and a MAP3K. The cascade may involve 4 different kinases, as it can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0071310","cellular response to organic substance","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0005911","cell-cell junction","A cell junction that forms a connection between two or more cells in a multicellular organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0016328","lateral plasma membrane","The portion of the plasma membrane at the lateral side of the cell. In epithelial cells, lateral plasma membranes are on the sides of cells which lie at the interface of adjacent cells."
"25",489404,506420,"ENSTGUG00000003501",100218311,"protein_coding","IQGAP3","IQ motif containing GTPase activating protein 3","GO:0031267","small GTPase binding","Interacting selectively and non-covalently with a small monomeric GTPase."
"7",13247976,13428387,"ENSTGUG00000019956",100218797,"protein_coding","B3GALT1","beta-1,3-galactosyltransferase 1","GO:0006486","protein glycosylation","A protein modification process that results in the addition of a carbohydrate or carbohydrate derivative unit to a protein amino acid, e.g. the addition of glycan chains to proteins."
"7",13247976,13428387,"ENSTGUG00000019956",100218797,"protein_coding","B3GALT1","beta-1,3-galactosyltransferase 1","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"7",13247976,13428387,"ENSTGUG00000019956",100218797,"protein_coding","B3GALT1","beta-1,3-galactosyltransferase 1","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"7",13247976,13428387,"ENSTGUG00000019956",100218797,"protein_coding","B3GALT1","beta-1,3-galactosyltransferase 1","GO:0016757","transferase activity, transferring glycosyl groups","Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor)."
"7",13247976,13428387,"ENSTGUG00000019956",100218797,"protein_coding","B3GALT1","beta-1,3-galactosyltransferase 1","GO:0005794","Golgi apparatus","A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."
"7",13247976,13428387,"ENSTGUG00000019956",100218797,"protein_coding","B3GALT1","beta-1,3-galactosyltransferase 1","GO:0000139","Golgi membrane","The lipid bilayer surrounding any of the compartments of the Golgi apparatus."
"7",13247976,13428387,"ENSTGUG00000019956",100218797,"protein_coding","B3GALT1","beta-1,3-galactosyltransferase 1","GO:0006682","galactosylceramide biosynthetic process","The chemical reactions and pathways resulting in the formation of galactosylceramides, any compound formed by the replacement of the glycosidic hydroxyl group of a cyclic form of galactose by a ceramide group."
"7",13247976,13428387,"ENSTGUG00000019956",100218797,"protein_coding","B3GALT1","beta-1,3-galactosyltransferase 1","GO:0009312","oligosaccharide biosynthetic process","The chemical reactions and pathways resulting in the formation of oligosaccharides, molecules with between two and (about) 20 monosaccharide residues connected by glycosidic linkages."
"7",13247976,13428387,"ENSTGUG00000019956",100218797,"protein_coding","B3GALT1","beta-1,3-galactosyltransferase 1","GO:0008499","UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity","Catalysis of the reaction: UDP-galactose + N-acetylglucosamine = galactose-beta-1,3-N-acetylglucosamine + UDP."
"7",13247976,13428387,"ENSTGUG00000019956",100218797,"protein_coding","B3GALT1","beta-1,3-galactosyltransferase 1","GO:0030259","lipid glycosylation","Covalent attachment of a glycosyl residue to a lipid molecule."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","","",""
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0005654","nucleoplasm","That part of the nuclear content other than the chromosomes or the nucleolus."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0000122","negative regulation of transcription by RNA polymerase II","Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0019901","protein kinase binding","Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0042127","regulation of cell population proliferation","Any process that modulates the frequency, rate or extent of cell proliferation."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0001934","positive regulation of protein phosphorylation","Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0051726","regulation of cell cycle","Any process that modulates the rate or extent of progression through the cell cycle."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0045737","positive regulation of cyclin-dependent protein serine/threonine kinase activity","Any process that activates or increases the frequency, rate or extent of CDK activity."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0042098","T cell proliferation","The expansion of a T cell population by cell division. Follows T cell activation."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0046626","regulation of insulin receptor signaling pathway","Any process that modulates the frequency, rate or extent of insulin receptor signaling."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0004693","cyclin-dependent protein serine/threonine kinase activity","Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate. This reaction requires the binding of a regulatory cyclin subunit and full activity requires stimulatory phosphorylation by a CDK-activating kinase (CAK)."
"26",2415151,2429294,"ENSTGUG00000017447",100218837,"protein_coding","CCND3","cyclin D3","GO:0000307","cyclin-dependent protein kinase holoenzyme complex","Cyclin-dependent protein kinases (CDKs) are enzyme complexes that contain a kinase catalytic subunit associated with a regulatory cyclin partner."
"23",2791877,2805033,"ENSTGUG00000001218",100218914,"protein_coding","CAP1","cyclase associated actin cytoskeleton regulatory protein 1","GO:0000902","cell morphogenesis","The developmental process in which the size or shape of a cell is generated and organized."
"23",2791877,2805033,"ENSTGUG00000001218",100218914,"protein_coding","CAP1","cyclase associated actin cytoskeleton regulatory protein 1","GO:0007010","cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."
"23",2791877,2805033,"ENSTGUG00000001218",100218914,"protein_coding","CAP1","cyclase associated actin cytoskeleton regulatory protein 1","GO:0030036","actin cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."
